LRTPA, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
LRTPA, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
LRTPA, 1093.89, 1306.35, 1435.42, 1531.33, 1610.13, 1675.23, 1733.47, 1788.82, 1841.03, 1890.20, 1936.59, 1982.99, 2030.65, 2081.61, 2135.68, 2193.70, 2261.09, 2348.50, 2483.66, 
LRTPA, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
LRTPA, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
LRTPA, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
LRTPA, 1095.43, 1311.21, 1440.62, 1538.24, 1616.68, 1681.75, 1739.94, 1794.91, 1847.05, 1896.09, 1942.55, 1988.51, 2036.55, 2087.14, 2140.48, 2198.40, 2265.61, 2351.63, 2485.18, 
LRTPA, 1095.43, 1311.21, 1440.62, 1538.24, 1616.68, 1681.75, 1739.94, 1794.91, 1847.05, 1896.09, 1942.55, 1988.51, 2036.55, 2087.14, 2140.48, 2198.40, 2265.61, 2351.63, 2485.18, 
LRTPA, 1095.43, 1311.21, 1440.62, 1538.24, 1616.68, 1681.75, 1739.94, 1794.91, 1847.05, 1896.09, 1942.55, 1988.51, 2036.55, 2087.14, 2140.48, 2198.40, 2265.61, 2351.63, 2485.18, 
LRTPA, 1095.30, 1311.19, 1440.56, 1538.32, 1616.48, 1681.84, 1739.87, 1794.94, 1846.96, 1895.93, 1942.43, 1988.53, 2036.30, 2087.01, 2140.44, 2198.47, 2265.46, 2351.94, 2485.14, 
LRTPA, 1095.38, 1311.19, 1440.61, 1538.21, 1616.54, 1681.75, 1739.79, 1794.94, 1847.09, 1895.93, 1942.48, 1988.66, 2036.52, 2087.00, 2140.36, 2198.62, 2265.79, 2352.19, 2485.46, 
LRTPA, 1065.41, 1274.76, 1401.57, 1495.74, 1574.70, 1640.14, 1697.52, 1750.47, 1802.85, 1852.02, 1899.48, 1945.23, 1991.58, 2041.46, 2094.43, 2153.43, 2220.33, 2306.08, 2438.63, 
LRTPA, 1214.11, 1466.43, 1616.39, 1721.10, 1806.62, 1879.64, 1942.10, 1998.49, 2052.68, 2104.38, 2154.42, 2203.25, 2253.14, 2304.64, 2359.63, 2420.14, 2489.13, 2577.95, 2715.23, 
LRTPA, 1133.00, 1357.12, 1489.02, 1588.11, 1665.76, 1731.49, 1792.14, 1847.59, 1899.37, 1947.23, 1993.84, 2041.56, 2089.88, 2140.92, 2193.51, 2251.69, 2319.82, 2406.47, 2539.96, 
LRTPA, 1133.15, 1357.34, 1489.00, 1588.18, 1665.78, 1731.72, 1792.17, 1847.75, 1899.31, 1947.28, 1993.69, 2041.57, 2089.83, 2140.99, 2193.52, 2251.73, 2319.78, 2406.30, 2539.84, 
LRTPA, 1133.07, 1357.14, 1488.92, 1588.21, 1665.65, 1731.62, 1792.09, 1847.80, 1899.32, 1947.06, 1993.80, 2041.41, 2089.97, 2141.01, 2193.50, 2251.66, 2319.63, 2406.49, 2540.24, 
LRTPA, 1095.46, 1311.24, 1440.68, 1538.24, 1616.60, 1681.81, 1739.89, 1794.88, 1847.25, 1895.88, 1942.30, 1988.65, 2036.51, 2086.87, 2140.70, 2198.46, 2265.65, 2351.83, 2485.32, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1191.47, 1417.73, 1546.85, 1644.06, 1721.82, 1788.26, 1847.10, 1900.98, 1951.76, 2000.63, 2048.98, 2096.20, 2144.05, 2193.31, 2245.02, 2303.74, 2371.95, 2457.15, 2589.81, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
cluster, 829.90, 953.90, 1052.76, 1122.87, 1180.67, 1229.08, 1284.58, 1340.10, 1386.52, 1426.04, 1468.15, 1510.53, 1551.18, 1600.17, 1640.37, 1679.71, 1729.09, 1787.79, 1876.41, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
random_flood, 1791.56, 1986.84, 2104.78, 2193.68, 2263.90, 2325.36, 2379.45, 2429.69, 2475.53, 2520.74, 2563.80, 2607.32, 2650.55, 2695.91, 2743.93, 2796.92, 2858.59, 2935.99, 3052.94, 
perigee_ubc, 1371.36, 1523.35, 1617.34, 1692.07, 1751.86, 1802.78, 1850.03, 1896.17, 1940.19, 1981.76, 2021.24, 2060.86, 2100.55, 2142.38, 2186.50, 2232.39, 2283.56, 2346.62, 2441.89, 
blockp2p, 1135.07, 1454.71, 1619.23, 2007.80, 2173.89, 2286.06, 2418.35, 2928.36, 3220.19, 3349.48, 3460.25, 3635.78, 3931.47, 4036.24, 4157.19, 4252.88, 4368.18, 4443.53, 4608.43, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.46, 1311.24, 1440.68, 1538.24, 1616.60, 1681.81, 1739.89, 1794.88, 1847.25, 1895.88, 1942.30, 1988.65, 2036.51, 2086.87, 2140.70, 2198.46, 2265.65, 2351.83, 2485.32, 
LRTPA, 1065.50, 1274.63, 1401.46, 1495.58, 1574.67, 1640.12, 1697.62, 1750.42, 1802.67, 1852.13, 1899.42, 1945.32, 1991.68, 2041.48, 2094.58, 2153.34, 2220.26, 2306.15, 2438.31, 
LRTPA, 1065.50, 1274.63, 1401.46, 1495.58, 1574.67, 1640.12, 1697.62, 1750.42, 1802.67, 1852.13, 1899.42, 1945.32, 1991.68, 2041.48, 2094.58, 2153.34, 2220.26, 2306.15, 2438.31, 
LRTPA, 1065.50, 1274.63, 1401.46, 1495.58, 1574.67, 1640.12, 1697.62, 1750.42, 1802.67, 1852.13, 1899.42, 1945.32, 1991.68, 2041.48, 2094.58, 2153.34, 2220.26, 2306.15, 2438.31, 
LRTPA, 1198.32, 1438.15, 1580.90, 1682.17, 1762.57, 1834.33, 1896.42, 1951.47, 2003.58, 2054.15, 2103.09, 2152.06, 2200.60, 2251.60, 2305.30, 2364.74, 2434.20, 2521.65, 2656.57, 
LRTPA, 1065.50, 1274.63, 1401.46, 1495.58, 1574.67, 1640.12, 1697.62, 1750.42, 1802.67, 1852.13, 1899.42, 1945.32, 1991.68, 2041.48, 2094.58, 2153.34, 2220.26, 2306.15, 2438.31, 
LRTPA, 1065.50, 1274.68, 1401.66, 1495.66, 1574.78, 1640.28, 1697.60, 1750.58, 1802.71, 1852.13, 1899.59, 1945.15, 1991.57, 2041.75, 2094.48, 2153.36, 2220.56, 2306.02, 2438.54, 
LRTPA, 1065.52, 1274.68, 1401.68, 1495.73, 1574.76, 1640.19, 1697.56, 1750.58, 1802.77, 1852.06, 1899.62, 1945.17, 1991.67, 2041.62, 2094.57, 2153.52, 2220.44, 2306.15, 2438.32, 
LRTPA, 1095.46, 1311.20, 1440.71, 1538.31, 1616.62, 1681.87, 1739.90, 1794.94, 1847.25, 1895.92, 1942.36, 1988.69, 2036.48, 2086.95, 2140.67, 2198.47, 2265.49, 2351.74, 2485.60, 
LRTPA, 1095.46, 1311.24, 1440.68, 1538.24, 1616.61, 1681.81, 1739.89, 1794.88, 1847.25, 1895.88, 1942.30, 1988.65, 2036.50, 2086.86, 2140.70, 2198.48, 2265.68, 2351.80, 2485.33, 
random_flood, 1791.56, 1986.84, 2104.78, 2193.68, 2263.90, 2325.36, 2379.45, 2429.69, 2475.53, 2520.74, 2563.80, 2607.32, 2650.55, 2695.91, 2743.93, 2796.92, 2858.59, 2935.99, 3052.94, 
random_flood, 1530.32, 1724.17, 1843.68, 1931.89, 2002.91, 2063.12, 2118.62, 2168.13, 2215.11, 2259.31, 2302.42, 2345.95, 2389.27, 2434.08, 2482.17, 2534.85, 2595.73, 2672.88, 2790.34, 
random_flood, 1791.56, 1986.84, 2104.78, 2193.68, 2263.90, 2325.36, 2379.45, 2429.69, 2475.53, 2520.74, 2563.80, 2607.32, 2650.55, 2695.91, 2743.93, 2796.92, 2858.59, 2935.99, 3052.94, 
random_flood, 1791.56, 1986.84, 2104.78, 2193.68, 2263.90, 2325.36, 2379.45, 2429.69, 2475.53, 2520.74, 2563.80, 2607.32, 2650.55, 2695.91, 2743.93, 2796.92, 2858.59, 2935.99, 3052.94, 
random_flood, 1530.32, 1724.17, 1843.68, 1931.89, 2002.91, 2063.12, 2118.62, 2168.13, 2215.11, 2259.31, 2302.42, 2345.95, 2389.27, 2434.08, 2482.17, 2534.85, 2595.73, 2672.88, 2790.34, 
random_flood, 1530.32, 1724.17, 1843.68, 1931.89, 2002.91, 2063.12, 2118.62, 2168.13, 2215.11, 2259.31, 2302.42, 2345.95, 2389.27, 2434.08, 2482.17, 2534.85, 2595.73, 2672.88, 2790.34, 
random_flood, 1040.48, 1238.37, 1354.31, 1440.20, 1511.70, 1574.94, 1630.01, 1678.41, 1722.94, 1766.93, 1810.68, 1855.54, 1899.74, 1943.74, 1990.34, 2042.19, 2103.17, 2180.73, 2296.97, 
random_flood, 1040.48, 1238.37, 1354.31, 1440.20, 1511.70, 1574.94, 1630.01, 1678.41, 1722.94, 1766.93, 1810.68, 1855.54, 1899.74, 1943.74, 1990.34, 2042.19, 2103.17, 2180.73, 2296.97, 
random_flood, 2740.70, 3059.77, 3253.46, 3399.15, 3517.58, 3619.85, 3711.43, 3796.05, 3875.18, 3952.64, 4028.39, 4105.66, 4184.76, 4268.34, 4360.62, 4465.71, 4593.68, 4768.85, 5098.36, 
random_flood, 1791.56, 1986.84, 2104.78, 2193.68, 2263.90, 2325.36, 2379.45, 2429.69, 2475.53, 2520.74, 2563.80, 2607.32, 2650.55, 2695.91, 2743.93, 2796.92, 2858.59, 2935.99, 3052.94, 
random_flood, 1040.48, 1238.37, 1354.31, 1440.20, 1511.70, 1574.94, 1630.01, 1678.41, 1722.94, 1766.93, 1810.68, 1855.54, 1899.74, 1943.74, 1990.34, 2042.19, 2103.17, 2180.73, 2296.97, 
random_flood, 1040.48, 1238.37, 1354.31, 1440.20, 1511.70, 1574.94, 1630.01, 1678.41, 1722.94, 1766.93, 1810.68, 1855.54, 1899.74, 1943.74, 1990.34, 2042.19, 2103.17, 2180.73, 2296.97, 
random_flood, 1040.48, 1238.37, 1354.31, 1440.20, 1511.70, 1574.94, 1630.01, 1678.41, 1722.94, 1766.93, 1810.68, 1855.54, 1899.74, 1943.74, 1990.34, 2042.19, 2103.17, 2180.73, 2296.97, 
random_flood, 1040.48, 1238.37, 1354.31, 1440.20, 1511.70, 1574.94, 1630.01, 1678.41, 1722.94, 1766.93, 1810.68, 1855.54, 1899.74, 1943.74, 1990.34, 2042.19, 2103.17, 2180.73, 2296.97, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1094.52, 1310.94, 1440.23, 1537.92, 1616.35, 1681.59, 1739.75, 1794.93, 1846.96, 1895.90, 1942.27, 1988.42, 2036.49, 2087.00, 2140.26, 2198.46, 2265.43, 2351.54, 2485.08, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1095.37, 1311.32, 1440.49, 1538.14, 1616.52, 1681.75, 1739.87, 1795.04, 1847.10, 1896.01, 1942.38, 1988.53, 2036.61, 2087.13, 2140.39, 2198.62, 2265.62, 2351.80, 2485.56, 
LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
perigee_ubc, 1370.77, 1523.10, 1617.12, 1691.92, 1751.70, 1802.61, 1849.84, 1896.11, 1940.12, 1981.62, 2021.09, 2060.60, 2100.32, 2142.09, 2186.13, 2232.03, 2283.14, 2346.07, 2440.90, 
LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
perigee_ubc, 1370.77, 1523.10, 1617.12, 1691.92, 1751.70, 1802.61, 1849.84, 1896.11, 1940.12, 1981.62, 2021.09, 2060.60, 2100.32, 2142.09, 2186.13, 2232.03, 2283.14, 2346.07, 2440.90, 
LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
LRTPA, 1094.52, 1310.94, 1440.18, 1537.71, 1616.16, 1681.42, 1739.48, 1794.78, 1846.82, 1895.64, 1942.04, 1988.06, 2036.09, 2086.50, 2139.64, 2197.80, 2264.52, 2350.27, 2482.65, 
